299, 321
300, 185
301, 83
302, 135
303, 64
304, 344
305, 426
306, 469
307, 311
308, 179
309, 224
310, 314
311, 9
312, 302
313, 156
314, 74
315, 462
316, 97
317, 10
318, 158
319, 148
320, 299
321, 127
322, 195
323, 41
324, 405
325, 154
326, 222
327, 421
328, 242
329, 449
330, 241
331, 174
332, 31
333, 122
334, 485
335, 375
336, 47
337, 453
338, 432
339, 473
340, 424
341, 246
342, 483
343, 225
344, 402
345, 303
346, 433
347, 245
348, 59
349, 91
350, 394
351, 104
352, 465
353, 335
354, 146
355, 369
356, 489
357, 368
358, 35
359, 478
360, 62
361, 276
362, 398
363, 93
364, 398
365, 128
366, 215
367, 191
368, 80
369, 146
370, 164
371, 250
372, 138
373, 393
374, 221
375, 286
376, 442
377, 154
378, 278
379, 1
380, 492
381, 418
382, 105
383, 456
384, 252
385, 251
386, 71
387, 487
388, 365
389, 106
390, 210
391, 173
392, 383
393, 107
394, 267
395, 26
396, 235
397, 228
398, 218
399, 62
400, 120
401, 128
402, 58
403, 259
404, 20
405, 280
406, 291
407, 462
408, 180
409, 68
410, 209
411, 171
412, 486
413, 315
414, 373
415, 484
416, 312
417, 444
418, 217
419, 424
420, 297
421, 427
422, 96
423, 426
424, 281
425, 109
426, 452
427, 262
428, 337
429, 416
430, 70
431, 458
432, 290
433, 129
434, 463
435, 310
436, 409
437, 253
438, 18
439, 335
440, 68
441, 227
442, 5
443, 300
444, 288
445, 124
446, 284
447, 100
448, 315
449, 247
450, 23
451, 111
452, 420
453, 366
454, 36
455, 447
456, 476
457, 234
458, 209
459, 312
460, 397
461, 25
462, 269
463, 186
464, 154
465, 231
466, 497
467, 309
468, 231
469, 261
470, 143
471, 299
472, 488
473, 395
474, 98
475, 276
476, 19
477, 128
478, 122
479, 80
480, 375
481, 392
482, 191
483, 295
484, 257
485, 474
486, 488
487, 232
488, 454
489, 196
490, 44
491, 350
492, 222
493, 59
494, 36
495, 122
496, 37
497, 279
498, 432
499, 268
500, 286
501, 321
502, 66
503, 19
504, 216
505, 164
506, 41
507, 482
508, 293
509, 163
510, 61
511, 414
512, 54
513, 252
514, 208
515, 312
516, 472
517, 196
518, 43
519, 425
520, 138
521, 334
522, 21
523, 106
524, 394
525, 304
526, 476
527, 431
528, 82
529, 153
530, 198
531, 114
532, 474
533, 10
534, 133
535, 436
536, 174
537, 175
538, 417
539, 213
540, 338
541, 478
542, 127
543, 139
544, 476
545, 81
546, 451
547, 447
548, 23
549, 240
550, 118
551, 162
552, 74
553, 139
554, 14
555, 468
556, 443
557, 490
558, 144
559, 271
560, 142
561, 88
562, 385
563, 363
564, 98
565, 264
566, 298
567, 18
568, 439
569, 462
570, 232
571, 23
572, 439
573, 359
574, 162
575, 161
576, 440
577, 112
578, 354
579, 464
580, 352
581, 472
582, 372
583, 172
584, 357
585, 132
586, 139
587, 45
588, 122
589, 29
590, 316
591, 10
592, 117
593, 447
594, 119
595, 462
596, 211
597, 418
598, 481
599, 396
600, 125
601, 459
602, 419
603, 63
604, 63
605, 327
606, 471
607, 249
608, 185
609, 325
610, 459
611, 37
612, 42
613, 330
614, 209
615, 400
616, 463
617, 95
618, 191
619, 331
620, 371
621, 7
622, 87
623, 235
624, 200
625, 207
626, 196
627, 157
628, 371
629, 423
630, 53
631, 496
632, 381
633, 218
634, 305
635, 190
636, 45
637, 276
638, 440
639, 230
640, 347
641, 398
642, 13
643, 389
644, 475
645, 470
646, 34
647, 183
648, 311
649, 226
650, 260
651, 181
652, 480
653, 347
654, 162
655, 179
656, 300
657, 359
658, 337
659, 170
660, 27
661, 136
662, 412
663, 155
664, 354
665, 464
666, 345
667, 145
668, 486
669, 284
670, 122
671, 332
672, 429
673, 135
674, 467
675, 403
676, 351
677, 248
678, 85
679, 408
680, 474
681, 345
682, 89
683, 199
684, 438
685, 498
686, 124
687, 238
688, 356
689, 207
690, 154
691, 130
692, 343
693, 313
694, 285
695, 444
696, 276
697, 376
698, 88
699, 261
700, 407
701, 210
702, 339
703, 335
704, 92
705, 305
706, 484
707, 189
708, 52
709, 68
710, 97
711, 272
712, 159
713, 433
714, 217
715, 343
716, 430
717, 342
718, 327
719, 32
720, 48
721, 482
722, 162
723, 392
724, 294
725, 193
726, 335
727, 316
728, 68
729, 169
730, 323
731, 475
732, 126
733, 161
734, 55
735, 218
736, 212
737, 38
738, 153
739, 265
740, 353
741, 250
742, 283
743, 258
744, 182
745, 0
746, 101
747, 359
748, 342
749, 428
750, 391
751, 390
752, 155
753, 299
754, 27
755, 195
756, 492
757, 362
758, 10
759, 306
760, 278
761, 79
762, 281
763, 404
764, 240
765, 82
766, 368
767, 453
768, 121
769, 20
770, 464
771, 474
772, 17
773, 246
774, 232
775, 446
776, 493
777, 79
778, 304
779, 334
780, 6
781, 441
782, 471
783, 162
784, 239
785, 498
786, 357
787, 230
788, 106
789, 114
790, 283
791, 384
792, 193
793, 310
794, 33
795, 180
796, 392
797, 401
798, 379
799, 12
800, 167
801, 342
802, 233
803, 184
804, 334
805, 465
806, 377
807, 327
808, 43
809, 180
810, 160
811, 296
812, 121
813, 377
814, 204
815, 106
816, 375
817, 308
818, 83
819, 227
820, 422
821, 366
822, 357
823, 361
824, 175
825, 390
826, 40
827, 66
828, 36
829, 165
830, 326
831, 203
832, 6
833, 58
834, 134
835, 341
836, 22
837, 10
838, 167
839, 312
840, 190
841, 73
842, 107
843, 57
844, 451
845, 312
846, 411
847, 71
848, 119
849, 494
850, 298
851, 287
852, 359
853, 154
854, 394
855, 280
856, 290
857, 181
858, 92
859, 326
860, 346
861, 418
862, 28
863, 353
864, 476
865, 409
866, 440
867, 498
868, 419
869, 353
870, 55
871, 356
872, 426
873, 410
874, 413
875, 122
876, 221
877, 69
878, 440
879, 86
880, 62
881, 237
882, 119
883, 167
884, 137
885, 259
886, 193
887, 173
888, 440
889, 286
890, 499
891, 286
892, 203
893, 274
894, 385
895, 179
896, 182
897, 70
898, 423
899, 101
900, 423
901, 479
902, 457
903, 94
904, 388
905, 115
906, 464
907, 355
908, 185
909, 403
910, 187
911, 494
912, 387
913, 52
914, 161
915, 23
916, 311
917, 354
918, 444
919, 251
920, 386
921, 442
922, 283
923, 89
924, 462
925, 414
926, 268
927, 144
928, 484
929, 190
930, 492
931, 152
932, 415
933, 194
934, 493
935, 48
936, 309
937, 456
938, 403
939, 240
940, 359
941, 336
942, 234
943, 245
944, 388
945, 141
946, 14
947, 199
948, 241
949, 458
950, 196
951, 127
952, 146
953, 225
954, 463
955, 107
956, 385
957, 230
958, 498
959, 114
960, 166
961, 489
962, 266
963, 328
964, 182
965, 258
966, 376
967, 238
968, 461
969, 279
970, 224
971, 319
972, 114
973, 204
974, 310
975, 249
976, 345
977, 324
978, 194
979, 333
980, 28
981, 390
982, 206
983, 174
984, 361
985, 168
986, 281
987, 245
988, 144
989, 279
990, 105
991, 310
992, 13
993, 371
994, 137
995, 443
996, 375
997, 13
998, 180
999, 335
1000, 38
